0.00000e+00,0.00000e+00,2.56926e+06,0.00000e+00,0.00000e+00
8.00000e-04,2.45651e+02,2.56926e+06,7.01974e+00,2.35717e+02
1.60000e-03,4.77629e+02,2.56927e+06,1.61644e+01,4.46808e+02
2.40000e-03,6.93286e+02,2.56928e+06,2.71307e+01,6.34199e+02
3.20000e-03,8.91437e+02,2.56929e+06,4.01291e+01,7.96811e+02
4.00000e-03,1.07065e+03,2.56930e+06,5.50912e+01,9.33907e+02
5.00000e-03,1.26260e+03,2.56932e+06,7.66257e+01,1.06508e+03
6.00000e-03,1.42226e+03,2.56934e+06,1.00618e+02,1.15486e+03
7.00000e-03,1.54732e+03,2.56935e+06,1.26521e+02,1.20240e+03
8.00000e-03,1.63430e+03,2.56936e+06,1.53589e+02,1.20686e+03
9.00000e-03,1.68003e+03,2.56937e+06,1.80752e+02,1.16889e+03
1.00000e-02,1.68119e+03,2.56938e+06,2.06700e+02,1.08976e+03
1.10000e-02,1.63220e+03,2.56938e+06,2.29973e+02,9.68521e+02
1.20000e-02,1.53211e+03,2.56938e+06,2.49092e+02,8.08441e+02
1.30000e-02,1.38788e+03,2.56937e+06,2.63053e+02,6.19141e+02
1.40000e-02,1.20701e+03,2.56937e+06,2.71148e+02,4.09671e+02
1.50000e-02,1.03728e+03,2.56936e+06,2.73320e+02,2.27679e+02
1.60000e-02,1.21549e+03,2.56935e+06,2.70159e+02,4.08561e+02
1.70000e-02,1.39508e+03,2.56934e+06,2.62681e+02,6.03180e+02
1.80000e-02,1.53094e+03,2.56933e+06,2.52186e+02,7.63361e+02
1.90000e-02,1.62051e+03,2.56931e+06,2.40044e+02,8.83391e+02
2.00000e-02,1.66383e+03,2.56930e+06,2.27414e+02,9.60656e+02
2.10000e-02,1.66399e+03,2.56929e+06,2.15439e+02,9.95303e+02
2.20000e-02,1.62495e+03,2.56928e+06,2.04779e+02,9.89487e+02
2.30000e-02,1.55184e+03,2.56927e+06,1.95968e+02,9.47016e+02
2.40000e-02,1.45023e+03,2.56927e+06,1.89122e+02,8.73104e+02
2.50000e-02,1.32621e+03,2.56926e+06,1.84229e+02,7.74082e+02
2.60000e-02,1.19059e+03,2.56926e+06,1.81605e+02,6.57735e+02
2.70000e-02,1.04858e+03,2.56926e+06,1.80783e+02,5.31279e+02
2.80000e-02,9.01161e+02,2.56927e+06,1.81372e+02,3.96253e+02
2.90000e-02,7.54600e+02,2.56927e+06,1.83128e+02,2.59073e+02
3.00000e-02,7.02279e+02,2.56927e+06,1.85668e+02,2.13495e+02
3.10000e-02,8.29968e+02,2.56928e+06,1.88620e+02,3.46027e+02
3.20000e-02,9.48013e+02,2.56929e+06,1.91681e+02,4.67412e+02
3.30000e-02,1.05086e+03,2.56929e+06,1.94566e+02,5.72367e+02
3.40000e-02,1.13440e+03,2.56930e+06,1.97060e+02,6.56967e+02
3.50000e-02,1.19537e+03,2.56931e+06,1.98984e+02,7.18007e+02
3.60000e-02,1.23173e+03,2.56931e+06,2.00360e+02,7.53247e+02
3.70000e-02,1.24380e+03,2.56932e+06,2.01156e+02,7.62861e+02
3.80000e-02,1.22916e+03,2.56932e+06,2.01467e+02,7.44214e+02
3.90000e-02,1.19088e+03,2.56932e+06,2.01462e+02,7.00138e+02
4.00000e-02,1.13164e+03,2.56932e+06,2.01368e+02,6.33122e+02
4.10000e-02,1.05539e+03,2.56932e+06,2.01433e+02,5.46950e+02
4.20000e-02,9.67026e+02,2.56932e+06,2.01911e+02,4.46423e+02
4.30000e-02,8.71921e+02,2.56932e+06,2.03022e+02,3.37024e+02
4.40000e-02,7.77707e+02,2.56931e+06,2.04888e+02,2.26608e+02
4.50000e-02,8.11813e+02,2.56931e+06,2.07612e+02,2.42896e+02
4.60000e-02,9.23471e+02,2.56930e+06,2.11123e+02,3.35535e+02
4.70000e-02,1.03183e+03,2.56929e+06,2.15297e+02,4.24337e+02
4.80000e-02,1.12287e+03,2.56929e+06,2.19638e+02,4.97345e+02
4.90000e-02,1.19573e+03,2.56928e+06,2.24426e+02,5.51896e+02
5.00000e-02,1.24676e+03,2.56927e+06,2.29123e+02,5.86636e+02
5.10000e-02,1.27459e+03,2.56927e+06,2.33368e+02,6.01159e+02
5.20000e-02,1.27924e+03,2.56926e+06,2.36996e+02,5.95972e+02
5.30000e-02,1.26132e+03,2.56926e+06,2.39763e+02,5.72305e+02
5.40000e-02,1.22265e+03,2.56925e+06,2.41519e+02,5.32266e+02
5.50000e-02,1.16549e+03,2.56925e+06,2.42215e+02,4.78354e+02
5.60000e-02,1.09306e+03,2.56925e+06,2.41808e+02,4.13579e+02
5.70000e-02,1.00907e+03,2.56925e+06,2.40333e+02,3.41278e+02
5.80000e-02,9.19953e+02,2.56925e+06,2.37884e+02,2.67298e+02
5.90000e-02,8.45606e+02,2.56925e+06,2.34553e+02,2.10867e+02
6.00000e-02,8.20198e+02,2.56926e+06,2.30606e+02,2.05122e+02
6.10000e-02,8.59005e+02,2.56926e+06,2.26220e+02,2.64506e+02
6.20000e-02,8.94513e+02,2.56926e+06,2.21606e+02,3.20657e+02
6.30000e-02,9.21073e+02,2.56927e+06,2.16998e+02,3.67109e+02
6.40000e-02,9.37653e+02,2.56927e+06,2.12640e+02,4.02151e+02
6.50000e-02,9.43575e+02,2.56927e+06,2.08706e+02,4.24579e+02
6.60000e-02,9.38693e+02,2.56928e+06,2.05342e+02,4.33869e+02
6.70000e-02,9.23095e+02,2.56928e+06,2.02641e+02,4.29928e+02
6.80000e-02,8.97712e+02,2.56928e+06,2.00739e+02,4.13468e+02
6.90000e-02,8.63695e+02,2.56928e+06,1.99634e+02,3.85635e+02
7.00000e-02,8.22744e+02,2.56928e+06,1.99342e+02,3.48145e+02
7.10000e-02,7.76829e+02,2.56928e+06,1.99766e+02,3.03138e+02
7.20000e-02,7.28081e+02,2.56928e+06,2.00754e+02,2.53198e+02
7.30000e-02,6.79583e+02,2.56928e+06,2.02382e+02,2.01034e+02
7.40000e-02,6.55592e+02,2.56928e+06,2.04460e+02,1.71451e+02
7.50000e-02,6.76963e+02,2.56928e+06,2.06802e+02,1.85663e+02
7.60000e-02,7.17417e+02,2.56927e+06,2.09356e+02,2.17546e+02
7.70000e-02,7.64346e+02,2.56927e+06,2.11999e+02,2.54826e+02
7.80000e-02,8.07507e+02,2.56927e+06,2.14622e+02,2.87697e+02
7.90000e-02,8.43497e+02,2.56927e+06,2.17200e+02,3.12967e+02
8.00000e-02,8.70753e+02,2.56926e+06,2.19659e+02,3.29391e+02
8.10000e-02,8.88595e+02,2.56926e+06,2.21957e+02,3.36590e+02
8.20000e-02,8.96969e+02,2.56926e+06,2.24068e+02,3.34791e+02
8.30000e-02,8.96520e+02,2.56926e+06,2.26025e+02,3.24813e+02
8.40000e-02,8.89461e+02,2.56926e+06,2.27792e+02,3.09060e+02
8.50000e-02,8.75081e+02,2.56926e+06,2.29372e+02,2.86940e+02
8.60000e-02,8.57035e+02,2.56926e+06,2.30774e+02,2.62174e+02
8.70000e-02,8.39627e+02,2.56926e+06,2.32011e+02,2.39102e+02
8.80000e-02,8.28035e+02,2.56926e+06,2.33088e+02,2.22882e+02
8.90000e-02,8.23241e+02,2.56926e+06,2.34012e+02,2.14461e+02
9.00000e-02,8.27665e+02,2.56926e+06,2.34790e+02,2.16217e+02
9.10000e-02,8.48102e+02,2.56926e+06,2.35404e+02,2.34913e+02
9.20000e-02,8.72587e+02,2.56927e+06,2.35904e+02,2.58471e+02
9.30000e-02,8.91043e+02,2.56927e+06,2.36266e+02,2.76642e+02
9.40000e-02,9.02641e+02,2.56927e+06,2.36526e+02,2.88560e+02
9.50000e-02,9.06835e+02,2.56927e+06,2.36521e+02,2.93992e+02
9.60000e-02,9.04812e+02,2.56927e+06,2.36590e+02,2.92932e+02
9.70000e-02,8.96604e+02,2.56927e+06,2.36642e+02,2.85765e+02
9.80000e-02,8.82947e+02,2.56927e+06,2.36634e+02,2.73173e+02
9.90000e-02,8.65017e+02,2.56927e+06,2.36679e+02,2.55983e+02
1.00000e-01,8.43988e+02,2.56927e+06,2.36775e+02,2.35217e+02
1.01000e-01,8.23456e+02,2.56927e+06,2.36936e+02,2.14569e+02
1.02000e-01,8.15330e+02,2.56927e+06,2.37238e+02,2.05739e+02
1.03000e-01,8.18314e+02,2.56927e+06,2.37672e+02,2.07349e+02
1.04000e-01,8.27492e+02,2.56927e+06,2.38260e+02,2.14457e+02
1.05000e-01,8.40475e+02,2.56927e+06,2.39025e+02,2.24631e+02
1.06000e-01,8.55336e+02,2.56927e+06,2.39939e+02,2.35969e+02
1.07000e-01,8.71792e+02,2.56926e+06,2.41057e+02,2.48144e+02
1.08000e-01,8.86336e+02,2.56926e+06,2.42347e+02,2.57686e+02
1.09000e-01,8.98997e+02,2.56926e+06,2.43795e+02,2.64648e+02
1.10000e-01,9.09121e+02,2.56926e+06,2.45400e+02,2.68439e+02
1.11000e-01,9.16609e+02,2.56926e+06,2.47128e+02,2.69017e+02
1.12000e-01,9.21729e+02,2.56926e+06,2.48952e+02,2.66750e+02
1.13000e-01,9.25140e+02,2.56926e+06,2.50840e+02,2.62427e+02
1.14000e-01,9.27453e+02,2.56926e+06,2.52744e+02,2.56831e+02
1.15000e-01,9.29455e+02,2.56925e+06,2.54674e+02,2.50892e+02
1.16000e-01,9.31666e+02,2.56925e+06,2.56562e+02,2.45273e+02
1.17000e-01,9.34617e+02,2.56925e+06,2.58421e+02,2.40624e+02
1.18000e-01,9.38057e+02,2.56925e+06,2.60096e+02,2.37424e+02
1.19000e-01,9.43256e+02,2.56925e+06,2.61807e+02,2.35757e+02
1.20000e-01,9.49593e+02,2.56925e+06,2.63454e+02,2.35737e+02
1.21000e-01,9.56755e+02,2.56925e+06,2.65054e+02,2.37021e+02
1.22000e-01,9.64288e+02,2.56926e+06,2.66528e+02,2.39178e+02
1.23000e-01,9.71600e+02,2.56926e+06,2.67979e+02,2.41441e+02
1.24000e-01,9.77795e+02,2.56926e+06,2.69364e+02,2.43092e+02
1.25000e-01,9.82244e+02,2.56926e+06,2.70666e+02,2.43596e+02
1.26000e-01,9.85353e+02,2.56926e+06,2.71987e+02,2.43124e+02
1.27000e-01,9.87982e+02,2.56925e+06,2.73301e+02,2.42458e+02
1.28000e-01,9.90866e+02,2.56925e+06,2.74644e+02,2.42255e+02
1.29000e-01,9.94460e+02,2.56925e+06,2.76011e+02,2.42921e+02
1.30000e-01,9.99167e+02,2.56925e+06,2.77501e+02,2.44698e+02
1.31000e-01,1.00629e+03,2.56925e+06,2.79124e+02,2.48821e+02
1.32000e-01,1.01346e+03,2.56925e+06,2.80931e+02,2.52751e+02
1.33000e-01,1.02184e+03,2.56925e+06,2.82995e+02,2.57438e+02
1.34000e-01,1.03127e+03,2.56925e+06,2.85446e+02,2.62488e+02
1.35000e-01,1.04180e+03,2.56925e+06,2.88444e+02,2.67589e+02
1.36000e-01,1.05395e+03,2.56925e+06,2.92277e+02,2.72712e+02
1.37000e-01,1.06865e+03,2.56925e+06,2.97520e+02,2.77700e+02
1.37650e-01,1.07979e+03,2.56925e+06,3.01904e+02,2.80882e+02
1.38301e-01,1.09566e+03,2.56925e+06,3.08052e+02,2.85017e+02
1.38798e-01,1.11235e+03,2.56925e+06,3.14421e+02,2.89415e+02
1.39294e-01,1.13793e+03,2.56925e+06,3.23770e+02,2.95795e+02
1.39791e-01,1.29662e+03,2.56925e+06,3.69162e+02,3.30272e+02
1.40288e-01,1.51500e+03,2.56924e+06,4.19095e+02,4.10285e+02
1.40785e-01,1.68861e+03,2.56924e+06,4.68805e+02,4.41998e+02
1.41785e-01,1.97860e+03,2.56922e+06,5.57919e+02,5.17360e+02
1.42785e-01,2.34881e+03,2.56922e+06,6.75530e+02,6.04380e+02
1.43785e-01,2.75367e+03,2.56921e+06,8.15094e+02,7.04971e+02
1.44785e-01,3.17283e+03,2.56921e+06,9.61107e+02,8.03558e+02
1.45785e-01,3.60920e+03,2.56920e+06,1.10371e+03,9.14373e+02
1.46785e-01,3.94682e+03,2.56920e+06,1.24848e+03,9.92230e+02
1.47785e-01,4.31212e+03,2.56920e+06,1.39785e+03,1.07118e+03
1.48785e-01,4.67443e+03,2.56919e+06,1.54223e+03,1.17028e+03
1.49785e-01,5.02646e+03,2.56919e+06,1.68689e+03,1.25568e+03
1.50785e-01,5.40663e+03,2.56919e+06,1.82969e+03,1.35887e+03
1.51785e-01,5.82134e+03,2.56918e+06,1.97208e+03,1.47969e+03
1.52785e-01,6.25638e+03,2.56918e+06,2.11221e+03,1.61098e+03
1.53785e-01,6.69337e+03,2.56917e+06,2.25137e+03,1.75335e+03
