0.00000e+00,1.00000e+06
8.00000e-04,1.00083e+06
1.60000e-03,1.00251e+06
2.40000e-03,1.00509e+06
3.20000e-03,1.00859e+06
4.00000e-03,1.01303e+06
5.00000e-03,1.01995e+06
6.00000e-03,1.02816e+06
7.00000e-03,1.03742e+06
8.00000e-03,1.04737e+06
9.00000e-03,1.05755e+06
1.00000e-02,1.06742e+06
1.10000e-02,1.07644e+06
1.20000e-02,1.08406e+06
1.30000e-02,1.08980e+06
1.40000e-02,1.09330e+06
1.50000e-02,1.09435e+06
1.60000e-02,1.09294e+06
1.70000e-02,1.08929e+06
1.80000e-02,1.08380e+06
1.90000e-02,1.07698e+06
2.00000e-02,1.06938e+06
2.10000e-02,1.06152e+06
2.20000e-02,1.05382e+06
2.30000e-02,1.04664e+06
2.40000e-02,1.04020e+06
2.50000e-02,1.03467e+06
2.60000e-02,1.03016e+06
2.70000e-02,1.02671e+06
2.80000e-02,1.02436e+06
2.90000e-02,1.02309e+06
3.00000e-02,1.02290e+06
3.10000e-02,1.02374e+06
3.20000e-02,1.02557e+06
3.30000e-02,1.02830e+06
3.40000e-02,1.03183e+06
3.50000e-02,1.03603e+06
3.60000e-02,1.04072e+06
3.70000e-02,1.04569e+06
3.80000e-02,1.05071e+06
3.90000e-02,1.05551e+06
4.00000e-02,1.05983e+06
4.10000e-02,1.06342e+06
4.20000e-02,1.06607e+06
4.30000e-02,1.06763e+06
4.40000e-02,1.06803e+06
4.50000e-02,1.06729e+06
4.60000e-02,1.06550e+06
4.70000e-02,1.06281e+06
4.80000e-02,1.05943e+06
4.90000e-02,1.05558e+06
5.00000e-02,1.05148e+06
5.10000e-02,1.04734e+06
5.20000e-02,1.04335e+06
5.30000e-02,1.03966e+06
5.40000e-02,1.03639e+06
5.50000e-02,1.03364e+06
5.60000e-02,1.03146e+06
5.70000e-02,1.02989e+06
5.80000e-02,1.02895e+06
5.90000e-02,1.02862e+06
6.00000e-02,1.02888e+06
6.10000e-02,1.02970e+06
6.20000e-02,1.03102e+06
6.30000e-02,1.03276e+06
6.40000e-02,1.03486e+06
6.50000e-02,1.03722e+06
6.60000e-02,1.03973e+06
6.70000e-02,1.04229e+06
6.80000e-02,1.04479e+06
6.90000e-02,1.04713e+06
7.00000e-02,1.04920e+06
7.10000e-02,1.05091e+06
7.20000e-02,1.05222e+06
7.30000e-02,1.05306e+06
7.40000e-02,1.05343e+06
7.50000e-02,1.05334e+06
7.60000e-02,1.05283e+06
7.70000e-02,1.05195e+06
7.80000e-02,1.05078e+06
7.90000e-02,1.04940e+06
8.00000e-02,1.04790e+06
8.10000e-02,1.04637e+06
8.20000e-02,1.04488e+06
8.30000e-02,1.04352e+06
8.40000e-02,1.04233e+06
8.50000e-02,1.04138e+06
8.60000e-02,1.04069e+06
8.70000e-02,1.04029e+06
8.80000e-02,1.04018e+06
8.90000e-02,1.04036e+06
9.00000e-02,1.04081e+06
9.10000e-02,1.04151e+06
9.20000e-02,1.04243e+06
9.30000e-02,1.04351e+06
9.40000e-02,1.04471e+06
9.50000e-02,1.04597e+06
9.60000e-02,1.04724e+06
9.70000e-02,1.04845e+06
9.80000e-02,1.04956e+06
9.90000e-02,1.05051e+06
1.00000e-01,1.05128e+06
1.01000e-01,1.05183e+06
1.02000e-01,1.05214e+06
1.03000e-01,1.05222e+06
1.04000e-01,1.05208e+06
1.05000e-01,1.05172e+06
1.06000e-01,1.05119e+06
1.07000e-01,1.05052e+06
1.08000e-01,1.04974e+06
1.09000e-01,1.04890e+06
1.10000e-01,1.04804e+06
1.11000e-01,1.04720e+06
1.12000e-01,1.04642e+06
1.13000e-01,1.04573e+06
1.14000e-01,1.04515e+06
1.15000e-01,1.04470e+06
1.16000e-01,1.04439e+06
1.17000e-01,1.04423e+06
1.18000e-01,1.04421e+06
1.19000e-01,1.04432e+06
1.20000e-01,1.04453e+06
1.21000e-01,1.04485e+06
1.22000e-01,1.04522e+06
1.23000e-01,1.04564e+06
1.24000e-01,1.04608e+06
1.25000e-01,1.04650e+06
1.26000e-01,1.04689e+06
1.27000e-01,1.04722e+06
1.28000e-01,1.04747e+06
1.29000e-01,1.04763e+06
1.30000e-01,1.04769e+06
1.31000e-01,1.04764e+06
1.32000e-01,1.04749e+06
1.33000e-01,1.04725e+06
1.34000e-01,1.04692e+06
1.35000e-01,1.04652e+06
1.36000e-01,1.04608e+06
1.37000e-01,1.04561e+06
1.38000e-01,1.04514e+06
1.39000e-01,1.04469e+06
1.40000e-01,1.04428e+06
1.41000e-01,1.04392e+06
1.42000e-01,1.04363e+06
1.43000e-01,1.04341e+06
1.44000e-01,1.04328e+06
1.45000e-01,1.04323e+06
1.46000e-01,1.04326e+06
1.47000e-01,1.04337e+06
1.48000e-01,1.04356e+06
1.49000e-01,1.04382e+06
1.50000e-01,1.04413e+06
1.51000e-01,1.04450e+06
1.52000e-01,1.04491e+06
1.53000e-01,1.04536e+06
1.54000e-01,1.04586e+06
1.55000e-01,1.04640e+06
