0.00000e+00,1.00000e+00,1.00000e+00,1.00000e+00,1.00000e+00,0.00000e+00
8.00000e-04,1.00000e+00,1.00000e+00,9.99994e-01,1.00000e+00,0.00000e+00
1.60000e-03,1.00000e+00,1.00000e+00,1.00001e+00,1.00000e+00,0.00000e+00
2.40000e-03,1.00001e+00,1.00001e+00,1.00002e+00,1.00000e+00,0.00000e+00
3.20000e-03,1.00001e+00,1.00001e+00,1.00004e+00,1.00000e+00,0.00000e+00
4.00000e-03,1.00001e+00,1.00001e+00,1.00008e+00,1.00000e+00,0.00000e+00
5.00000e-03,1.00002e+00,1.00002e+00,1.00012e+00,1.00000e+00,0.00000e+00
6.00000e-03,1.00002e+00,1.00002e+00,1.00017e+00,1.00000e+00,0.00000e+00
7.00000e-03,1.00002e+00,1.00002e+00,1.00022e+00,1.00000e+00,0.00000e+00
8.00000e-03,1.00002e+00,1.00002e+00,1.00028e+00,1.00000e+00,0.00000e+00
9.00000e-03,1.00002e+00,1.00002e+00,1.00037e+00,1.00000e+00,0.00000e+00
1.00000e-02,1.00002e+00,1.00001e+00,1.00050e+00,1.00000e+00,0.00000e+00
1.10000e-02,1.00001e+00,1.00001e+00,1.00068e+00,1.00000e+00,0.00000e+00
1.20000e-02,1.00001e+00,1.00001e+00,1.00091e+00,1.00000e+00,0.00000e+00
1.30000e-02,1.00001e+00,1.00000e+00,1.00120e+00,1.00000e+00,0.00000e+00
1.40000e-02,1.00000e+00,1.00000e+00,1.00153e+00,1.00000e+00,0.00000e+00
1.50000e-02,1.00000e+00,9.99996e-01,1.00190e+00,1.00000e+00,0.00000e+00
1.60000e-02,9.99998e-01,9.99992e-01,1.00228e+00,1.00000e+00,0.00000e+00
1.70000e-02,9.99996e-01,9.99989e-01,1.00266e+00,1.00000e+00,0.00000e+00
1.80000e-02,9.99994e-01,9.99986e-01,1.00303e+00,1.00000e+00,0.00000e+00
1.90000e-02,9.99993e-01,9.99983e-01,1.00337e+00,1.00000e+00,0.00000e+00
2.00000e-02,9.99992e-01,9.99982e-01,1.00367e+00,1.00000e+00,0.00000e+00
2.10000e-02,9.99992e-01,9.99981e-01,1.00394e+00,1.00000e+00,0.00000e+00
2.20000e-02,9.99992e-01,9.99980e-01,1.00415e+00,1.00000e+00,0.00000e+00
2.30000e-02,9.99993e-01,9.99981e-01,1.00431e+00,1.00000e+00,0.00000e+00
2.40000e-02,9.99994e-01,9.99982e-01,1.00441e+00,1.00000e+00,0.00000e+00
2.50000e-02,9.99996e-01,9.99983e-01,1.00446e+00,1.00000e+00,0.00000e+00
2.60000e-02,9.99998e-01,9.99985e-01,1.00445e+00,1.00000e+00,0.00000e+00
2.70000e-02,1.00000e+00,9.99987e-01,1.00439e+00,1.00000e+00,0.00000e+00
2.80000e-02,1.00000e+00,9.99990e-01,1.00428e+00,1.00000e+00,0.00000e+00
2.90000e-02,1.00000e+00,9.99992e-01,1.00411e+00,1.00000e+00,0.00000e+00
3.00000e-02,1.00001e+00,9.99995e-01,1.00391e+00,1.00000e+00,0.00000e+00
